POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"34,252"
2. Prihodi od kamata na obezvrijedene plasmane,469
3. Rashodi od kamata i slicni rashodi,"4,693"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"30,028"
4. Prihodi od naknada i provizija,"11,776"
5. Rashodi naknada i provizija,"5,937"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"5,839"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,804
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-22
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-91
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-76
12. Ostali prihodi,"1,218"
13. Troskovi zaposlenih,"10,951"
14. Troskovi amortizacije,"2,146"
15. Opsti i administrativni troskovi,"7,221"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,-110
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,037"
18. Troskovi rezervisanja,-42
19. Ostali rashodi,194
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"18,376"
21. Porez na dobit,"2,748"
22. NETO PROFIT/GUBITAK (III - 21),"15,628"
