POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"25,329"
2. Prihodi od kamata na obezvrijedene plasmane,314
3. Rashodi od kamata i slicni rashodi,"2,181"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"23,462"
4. Prihodi od naknada i provizija,"7,393"
5. Rashodi naknada i provizija,"3,801"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"3,592"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,153
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,457
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-7
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-34
12. Ostali prihodi,"1,084"
13. Troskovi zaposlenih,"8,261"
14. Troskovi amortizacije,"1,425"
15. Opsti i administrativni troskovi,"5,424"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,-126
18. Troskovi rezervisanja,7
19. Ostali rashodi,271
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"13,444"
21. Porez na dobit,"1,175"
22. NETO PROFIT/GUBITAK (III - 21),"12,270"
