POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"26,899"
2. Rashodi od kamata i slicni rashodi,"7,489"
3. NETO PRIHODI OD KAMATA (1- 2),"19,410"
4. Prihodi od dividendi,2
5. Troskovi obezvrjedjenja,"4,745"
6. Troskovi rezervisanja,277
7. Prihodi od naknada i provizija,"5,152"
8. Rahodi naknada i provizija,"2,165"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,987"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,382
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,688
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-15
15. Troskovi zaposlenih,"7,675"
16. Opsti i administrativni troskovi,"4,722"
17. Troskovi amortizacije,"1,322"
18. Ostali rashodi,190
19. Ostali prihodi,"1,996"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"6,519"
21. Porez na prihod,551
22. NETO PROFIT/GUBITAK (20 - 21),"5,968"
