POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"13,155"
2. Prihodi od kamata na obezvrijedene plasmane,169
3. Rashodi od kamata i slicni rashodi,"1,275"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"12,049"
4. Prihodi od naknada i provizija,"2,641"
5. Rashodi naknada i provizija,"1,741"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),900
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,1
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,156
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-9
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-7
12. Ostali prihodi,482
13. Troskovi zaposlenih,"4,115"
14. Troskovi amortizacije,905
15. Opsti i administrativni troskovi,"2,713"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"2,861"
18. Troskovi rezervisanja,-62
19. Ostali rashodi,127
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"2,913"
21. Porez na dobit,201
22. NETO PROFIT/GUBITAK (III - 21),"2,712"
