POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"39,483"
2. Prihodi od kamata na obezvrijedene plasmane,439
3. Rashodi od kamata i slicni rashodi,"4,591"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"35,331"
4. Prihodi od naknada i provizija,"12,331"
5. Rashodi naknada i provizija,"8,019"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"4,312"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,-3
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,881
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-178
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-89
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-147
12. Ostali prihodi,"1,135"
13. Troskovi zaposlenih,"11,904"
14. Troskovi amortizacije,"2,282"
15. Opsti i administrativni troskovi,"7,599"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,-67
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,313"
18. Troskovi rezervisanja,32
19. Ostali rashodi,182
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"20,623"
21. Porez na dobit,"3,081"
22. NETO PROFIT/GUBITAK (III - 21),"17,542"
