POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"17,131"
2. Rashodi od kamata i slicni rashodi,"2,668"
3. NETO PRIHODI OD KAMATA (1- 2),"14,463"
4. Prihodi od dividendi,5
5. Troskovi obezvrjedjenja,845
6. Troskovi rezervisanja,-110
7. Prihodi od naknada i provizija,"4,486"
8. Rahodi naknada i provizija,"2,167"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,319"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,341
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,156
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-24
15. Troskovi zaposlenih,"5,903"
16. Opsti i administrativni troskovi,"3,527"
17. Troskovi amortizacije,834
18. Ostali rashodi,73
19. Ostali prihodi,614
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"6,801"
21. Porez na prihod,631
22. NETO PROFIT/GUBITAK (20 - 21),"6,170"
