POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"6,103"
2. Rashodi od kamata i slicni rashodi,"1,014"
3. NETO PRIHODI OD KAMATA (1- 2),"5,089"
4. Prihodi od dividendi,1
5. Troskovi obezvrjedjenja,851
6. Troskovi rezervisanja,-112
7. Prihodi od naknada i provizija,"1,126"
8. Rahodi naknada i provizija,553
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),573
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,78
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,68
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-22
15. Troskovi zaposlenih,"1,821"
16. Opsti i administrativni troskovi,"1,062"
17. Troskovi amortizacije,280
18. Ostali rashodi,35
19. Ostali prihodi,256
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"2,106"
21. Porez na prihod,190
22. NETO PROFIT/GUBITAK (20 - 21),"1,916"
