POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"19,950"
2. Rashodi od kamata i slicni rashodi,"5,842"
3. NETO PRIHODI OD KAMATA (1- 2),"14,109"
4. Prihodi od dividendi,1
5. Troskovi obezvrjedjenja,"3,786"
6. Troskovi rezervisanja,238
7. Prihodi od naknada i provizija,"3,830"
8. Rahodi naknada i provizija,"1,525"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,304"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,302
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,688
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-10
15. Troskovi zaposlenih,"5,816"
16. Opsti i administrativni troskovi,"3,399"
17. Troskovi amortizacije,"1,015"
18. Ostali rashodi,247
19. Ostali prihodi,"2,378"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"5,271"
21. Porez na prihod,505
22. NETO PROFIT/GUBITAK (20 - 21),"4,767"
