POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"3,412"
2. Rashodi od kamata i slicni rashodi,923
3. NETO PRIHODI OD KAMATA (1- 2),"2,489"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,395
6. Troskovi rezervisanja,3
7. Prihodi od naknada i provizija,"1,703"
8. Rahodi naknada i provizija,"1,359"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),344
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,-27
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,412
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,222
15. Troskovi zaposlenih,"1,286"
16. Opsti i administrativni troskovi,"1,143"
17. Troskovi amortizacije,292
18. Ostali rashodi,67
19. Ostali prihodi,176
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),430
21. Porez na prihod,66
22. NETO PROFIT/GUBITAK (20 - 21),364
