POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"1,001"
2. Rashodi od kamata i slicni rashodi,244
3. NETO PRIHODI OD KAMATA (1- 2),757
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,122
6. Troskovi rezervisanja,7
7. Prihodi od naknada i provizija,316
8. Rahodi naknada i provizija,253
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),63
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,-41
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,89
15. Troskovi zaposlenih,316
16. Opsti i administrativni troskovi,293
17. Troskovi amortizacije,66
18. Ostali rashodi,20
19. Ostali prihodi,80
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),124
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),124
