POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"17,337"
2. Rashodi od kamata i slicni rashodi,"5,647"
3. NETO PRIHODI OD KAMATA (1- 2),"11,690"
4. Prihodi od dividendi,36
5. Troskovi obezvrjedjenja,"2,437"
6. Troskovi rezervisanja,557
7. Prihodi od naknada i provizija,"9,237"
8. Rahodi naknada i provizija,"3,730"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"5,507"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,172
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,630
15. Troskovi zaposlenih,"4,601"
16. Opsti i administrativni troskovi,"6,068"
17. Troskovi amortizacije,811
18. Ostali rashodi,120
19. Ostali prihodi,421
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"3,861"
21. Porez na prihod,372
22. NETO PROFIT/GUBITAK (20 - 21),"3,489"
