POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"18,390"
2. Prihodi od kamata na obezvrijedene plasmane,732
3. Rashodi od kamata i slicni rashodi,"2,529"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"16,593"
4. Prihodi od naknada i provizija,"23,101"
5. Rashodi naknada i provizija,"13,493"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"9,607"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,3
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,-59
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,"1,193"
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-5
12. Ostali prihodi,314
13. Troskovi zaposlenih,"7,255"
14. Troskovi amortizacije,"2,514"
15. Opsti i administrativni troskovi,"7,920"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"2,709"
18. Troskovi rezervisanja,-13
19. Ostali rashodi,72
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"7,191"
21. Porez na dobit,"1,149"
22. NETO PROFIT/GUBITAK (III - 21),"6,042"
