POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"13,305"
2. Rashodi od kamata i slicni rashodi,"3,574"
3. NETO PRIHODI OD KAMATA (1- 2),"9,732"
4. Prihodi od dividendi,67
5. Troskovi obezvrjedjenja,"2,230"
6. Troskovi rezervisanja,-96
7. Prihodi od naknada i provizija,"9,632"
8. Rahodi naknada i provizija,"4,458"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"5,174"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,165
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,469
15. Troskovi zaposlenih,"3,662"
16. Opsti i administrativni troskovi,"5,983"
17. Troskovi amortizacije,618
18. Ostali rashodi,28
19. Ostali prihodi,286
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"3,469"
21. Porez na prihod,1
22. NETO PROFIT/GUBITAK (20 - 21),"3,468"
