POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"6,423"
2. Rashodi od kamata i slicni rashodi,"2,184"
3. NETO PRIHODI OD KAMATA (1- 2),"4,239"
4. Prihodi od dividendi,48
5. Troskovi obezvrjedjenja,739
6. Troskovi rezervisanja,179
7. Prihodi od naknada i provizija,"2,192"
8. Rahodi naknada i provizija,555
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,637"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,190
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,160
15. Troskovi zaposlenih,"1,975"
16. Opsti i administrativni troskovi,"1,873"
17. Troskovi amortizacije,343
18. Ostali rashodi,114
19. Ostali prihodi,197
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,250"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,250"
