POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"10,451"
2. Prihodi od kamata na obezvrijedene plasmane,
3. Rashodi od kamata i slicni rashodi,"1,592"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"8,859"
4. Prihodi od naknada i provizija,"7,452"
5. Rashodi naknada i provizija,"4,395"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"3,057"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,-363
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,370
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-7
12. Ostali prihodi,169
13. Troskovi zaposlenih,"2,584"
14. Troskovi amortizacije,517
15. Opsti i administrativni troskovi,"3,700"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,553
18. Troskovi rezervisanja,250
19. Ostali rashodi,739
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"3,741"
21. Porez na dobit,2
22. NETO PROFIT/GUBITAK (III - 21),"3,740"
