POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"3,007"
2. Rashodi od kamata i slicni rashodi,"1,090"
3. NETO PRIHODI OD KAMATA (1- 2),"1,917"
4. Prihodi od dividendi,1
5. Troskovi obezvrjedjenja,504
6. Troskovi rezervisanja,161
7. Prihodi od naknada i provizija,993
8. Rahodi naknada i provizija,234
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),759
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,71
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,80
15. Troskovi zaposlenih,974
16. Opsti i administrativni troskovi,897
17. Troskovi amortizacije,168
18. Ostali rashodi,10
19. Ostali prihodi,28
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),144
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),144
