POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"3,775"
2. Rashodi od kamata i slicni rashodi,"1,404"
3. NETO PRIHODI OD KAMATA (1- 2),"2,371"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,686
6. Troskovi rezervisanja,9
7. Prihodi od naknada i provizija,"1,748"
8. Rahodi naknada i provizija,657
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,091"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,71
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,121
15. Troskovi zaposlenih,"1,116"
16. Opsti i administrativni troskovi,"1,253"
17. Troskovi amortizacije,191
18. Ostali rashodi,21
19. Ostali prihodi,86
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),463
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),463
