POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"9,535"
2. Rashodi od kamata i slicni rashodi,"3,399"
3. NETO PRIHODI OD KAMATA (1- 2),"6,137"
4. Prihodi od dividendi,53
5. Troskovi obezvrjedjenja,957
6. Troskovi rezervisanja,217
7. Prihodi od naknada i provizija,"3,758"
8. Rahodi naknada i provizija,"1,082"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,675"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,334
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,270
15. Troskovi zaposlenih,"2,993"
16. Opsti i administrativni troskovi,"3,020"
17. Troskovi amortizacije,529
18. Ostali rashodi,118
19. Ostali prihodi,226
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,860"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,860"
