POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"12,854"
2. Rashodi od kamata i slicni rashodi,"4,632"
3. NETO PRIHODI OD KAMATA (1- 2),"8,222"
4. Prihodi od dividendi,59
5. Troskovi obezvrjedjenja,"1,041"
6. Troskovi rezervisanja,206
7. Prihodi od naknada i provizija,"5,251"
8. Rahodi naknada i provizija,"1,581"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"3,670"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,497
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,379
15. Troskovi zaposlenih,"4,137"
16. Opsti i administrativni troskovi,"4,295"
17. Troskovi amortizacije,723
18. Ostali rashodi,126
19. Ostali prihodi,313
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"2,612"
21. Porez na prihod,245
22. NETO PROFIT/GUBITAK (20 - 21),"2,367"
