POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"4,531"
2. Rashodi od kamata i slicni rashodi,"1,367"
3. NETO PRIHODI OD KAMATA (1- 2),"3,163"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,279
6. Troskovi rezervisanja,101
7. Prihodi od naknada i provizija,"2,135"
8. Rahodi naknada i provizija,906
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,229"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,19
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,110
15. Troskovi zaposlenih,"1,132"
16. Opsti i administrativni troskovi,"1,489"
17. Troskovi amortizacije,199
18. Ostali rashodi,166
19. Ostali prihodi,266
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,422"
21. Porez na prihod,0
22. NETO PROFIT/GUBITAK (20 - 21),"1,422"
