POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"8,949"
2. Rashodi od kamata i slicni rashodi,"2,686"
3. NETO PRIHODI OD KAMATA (1- 2),"6,263"
4. Prihodi od dividendi,4
5. Troskovi obezvrjedjenja,"1,061"
6. Troskovi rezervisanja,197
7. Prihodi od naknada i provizija,"4,828"
8. Rahodi naknada i provizija,"1,964"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,864"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,108
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,286
15. Troskovi zaposlenih,"2,263"
16. Opsti i administrativni troskovi,"3,213"
17. Troskovi amortizacije,405
18. Ostali rashodi,188
19. Ostali prihodi,318
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"2,516"
21. Porez na prihod,0
22. NETO PROFIT/GUBITAK (20 - 21),"2,516"
