Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"16,690"
2. Krediti i potrazivanja od banaka,"4,715"
3. Krediti i potrazivanja od klijenata,"91,907"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"7,436"
8.a. - raspolozive za prodaju,"4,837"
8.b. - koje se drze do dospijeca,"2,599"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,210"
13. Nematerijalna sredstva,372
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,129
17. Ostala poslovna potrazivanja,100
18. UKUPNA SREDSTVA:,"122,560"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"89,826"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"23,896"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,3
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,21
30. Ostale obaveze,157
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"113,903"
Kapital,IZNOS
33. Akcijski kapital,"10,700"
34. Emisione premije,
35. Nerasporedjena dobit,"-2,152"
36. Dobit/gubitak tekuce godine,109
37. Ostale rezerve,
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,657"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"122,560"
