POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,575
2. Rashodi od kamata i slicni rashodi,176
3. NETO PRIHODI OD KAMATA (1- 2),399
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,23
6. Troskovi rezervisanja,-6
7. Prihodi od naknada i provizija,668
8. Rahodi naknada i provizija,62
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),605
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,35
15. Troskovi zaposlenih,328
16. Opsti i administrativni troskovi,198
17. Troskovi amortizacije,34
18. Ostali rashodi,0
19. Ostali prihodi,0
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),462
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),462
