POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"3,125"
2. Rashodi od kamata i slicni rashodi,"1,235"
3. NETO PRIHODI OD KAMATA (1- 2),"1,890"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,61
6. Troskovi rezervisanja,-3
7. Prihodi od naknada i provizija,"1,226"
8. Rahodi naknada i provizija,447
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),779
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,110
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,325
15. Troskovi zaposlenih,"1,673"
16. Opsti i administrativni troskovi,"1,167"
17. Troskovi amortizacije,182
18. Ostali rashodi,5
19. Ostali prihodi,9
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),28
21. Porez na prihod,12
22. NETO PROFIT/GUBITAK (20 - 21),17
