POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"2,555"
2. Prihodi od kamata na obezvrijedene plasmane,52
3. Rashodi od kamata i slicni rashodi,676
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"1,931"
4. Prihodi od naknada i provizija,"1,190"
5. Rashodi naknada i provizija,570
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),620
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,179
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",5
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,818
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-11
12. Ostali prihodi,55
13. Troskovi zaposlenih,"1,674"
14. Troskovi amortizacije,259
15. Opsti i administrativni troskovi,"1,268"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,388
18. Troskovi rezervisanja,3
19. Ostali rashodi,8
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,-2
21. Porez na dobit,
22. NETO PROFIT/GUBITAK (III - 21),-2
