Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"28,690"
2. Krediti i potrazivanja od banaka,"8,659"
3. Krediti i potrazivanja od klijenata,"272,807"
4. Sredstva namijenjena prodaji,250
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"35,661"
8.a. - raspolozive za prodaju,"25,356"
8.b. - koje se drze do dospijeca,"10,305"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","11,945"
13. Nematerijalna sredstva,264
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,440
17. Ostala poslovna potrazivanja,"1,200"
18. UKUPNA SREDSTVA:,"359,916"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"259,239"
21. Pozajmljena sredstva od banaka,"55,710"
22. Pozajmljena sredstva od ostalih klijenata,107
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,773"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,124
30. Ostale obaveze,"2,206"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"319,158"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"12,321"
36. Dobit/gubitak tekuce godine,"1,200"
37. Ostale rezerve,"2,506"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"40,758"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"359,916"
