Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"85,935"
2. Finansijska sredstva po amortizovanoj vrijednosti,"398,505"
2.a. Krediti i potrazivanja od banaka,"15,848"
2.b. Krediti i potrazivanja od klijenata,"377,387"
2.c. Hartije od vrijednosti,"5,270"
2.d. Ostala finansijska sredstva,
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"30,544"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"30,544"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja","2,069"
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,"2,069"
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","9,968"
11. Nematerijalna sredstva,477
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,254
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,177
15. Ostala sredstva,"2,529"
16. UKUPNA SREDSTVA:,"530,459"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"455,629"
17.a. Depoziti banaka i centralnih banaka,0
17.b. Depoziti klijenata,"385,936"
17.c. Krediti banaka i centralnih banaka,"30,000"
17.d. Krediti klijenata koji nijesu banke,"39,692"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"4,164"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"1,215"
25. Odlozene poreske obaveze,207
26. Ostale obaveze,"3,374"
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"464,589"
Kapital,IZNOS
29. Akcijski kapital,"24,731"
30. Emisione premije,
31. Nerasporedena dobit,"24,081"
32. Dobit/gubitak tekuce godine,"10,658"
33. Ostale rezerve,"6,401"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"65,870"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"530,459"
