Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"59,300"
2. Krediti i potrazivanja od banaka,"17,154"
3. Krediti i potrazivanja od klijenata,"300,771"
4. Sredstva namijenjena prodaji,474
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"45,346"
8.a. - raspolozive za prodaju,"34,969"
8.b. - koje se drze do dospijeca,"10,377"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","10,997"
13. Nematerijalna sredstva,187
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,19
16. Ostala finansijska potrazivanja,427
17. Ostala poslovna potrazivanja,"1,414"
18. UKUPNA SREDSTVA:,"436,091"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"336,531"
21. Pozajmljena sredstva od banaka,"9,015"
22. Pozajmljena sredstva od ostalih klijenata,"35,807"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,248"
28. Tekuce poreske obaveze,636
29. Odlozene poreske obaveze,144
30. Ostale obaveze,"2,175"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"386,555"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"13,688"
36. Dobit/gubitak tekuce godine,"6,310"
37. Ostale rezerve,"4,807"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"49,536"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"436,091"
