Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"66,541"
2. Krediti i potrazivanja od banaka,"23,087"
3. Krediti i potrazivanja od klijenata,"340,942"
4. Sredstva namijenjena prodaji,"1,113"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"38,263"
8.a. - raspolozive za prodaju,"33,773"
8.b. - koje se drze do dospijeca,"4,490"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","10,533"
13. Nematerijalna sredstva,376
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,146
16. Ostala finansijska potrazivanja,860
17. Ostala poslovna potrazivanja,"1,515"
18. UKUPNA SREDSTVA:,"483,375"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"355,572"
21. Pozajmljena sredstva od banaka,"15,088"
22. Pozajmljena sredstva od ostalih klijenata,"44,908"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,812"
28. Tekuce poreske obaveze,890
29. Odlozene poreske obaveze,351
30. Ostale obaveze,"2,413"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"423,034"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"20,349"
36. Dobit/gubitak tekuce godine,"7,391"
37. Ostale rezerve,"7,870"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"60,341"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"483,375"
