Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"46,999"
2. Krediti i potrazivanja od banaka,"9,296"
3. Krediti i potrazivanja od klijenata,"265,875"
4. Sredstva namijenjena prodaji,"1,193"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"10,778"
8.a. - raspolozive za prodaju,"5,237"
8.b. - koje se drze do dospijeca,"5,541"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,142"
13. Nematerijalna sredstva,305
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,456
17. Ostala poslovna potrazivanja,"1,161"
18. UKUPNA SREDSTVA:,"348,205"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"256,542"
21. Pozajmljena sredstva od banaka,"47,383"
22. Pozajmljena sredstva od ostalih klijenata,113
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,772"
28. Tekuce poreske obaveze,313
29. Odlozene poreske obaveze,311
30. Ostale obaveze,"2,232"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"308,666"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"7,433"
36. Dobit/gubitak tekuce godine,"4,888"
37. Ostale rezerve,"2,487"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"39,539"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"348,205"
