Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"26,631"
2. Krediti i potrazivanja od banaka,"10,641"
3. Krediti i potrazivanja od klijenata,"255,929"
4. Sredstva namijenjena prodaji,195
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"12,670"
8.a. - raspolozive za prodaju,"6,241"
8.b. - koje se drze do dospijeca,"6,429"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,465"
13. Nematerijalna sredstva,282
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,726
17. Ostala poslovna potrazivanja,"1,572"
18. UKUPNA SREDSTVA:,"321,110"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"224,108"
21. Pozajmljena sredstva od banaka,"55,898"
22. Pozajmljena sredstva od ostalih klijenata,
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,823
28. Tekuce poreske obaveze,139
29. Odlozene poreske obaveze,143
30. Ostale obaveze,"2,040"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"283,151"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"7,433"
36. Dobit/gubitak tekuce godine,"2,914"
37. Ostale rezerve,"2,881"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"37,959"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"321,110"
