Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"57,097"
2. Krediti i potrazivanja od banaka,"12,817"
3. Krediti i potrazivanja od klijenata,"327,409"
4. Sredstva namijenjena prodaji,697
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"39,158"
8.a. - raspolozive za prodaju,"35,399"
8.b. - koje se drze do dospijeca,"3,759"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","10,399"
13. Nematerijalna sredstva,388
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,70
16. Ostala finansijska potrazivanja,327
17. Ostala poslovna potrazivanja,"1,555"
18. UKUPNA SREDSTVA:,"449,916"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"327,398"
21. Pozajmljena sredstva od banaka,"20,128"
22. Pozajmljena sredstva od ostalih klijenata,"38,828"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,146"
28. Tekuce poreske obaveze,35
29. Odlozene poreske obaveze,175
30. Ostale obaveze,"2,777"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"392,487"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"24,919"
36. Dobit/gubitak tekuce godine,"1,042"
37. Ostale rezerve,"6,739"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"57,430"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"449,916"
