Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"35,383"
2. Krediti i potrazivanja od banaka,"40,921"
3. Krediti i potrazivanja od klijenata,"265,062"
4. Sredstva namijenjena prodaji,195
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"17,410"
8.a. - raspolozive za prodaju,"5,192"
8.b. - koje se drze do dospijeca,"12,217"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,286"
13. Nematerijalna sredstva,303
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,363
17. Ostala poslovna potrazivanja,"2,370"
18. UKUPNA SREDSTVA:,"374,292"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"286,011"
21. Pozajmljena sredstva od banaka,"42,398"
22. Pozajmljena sredstva od ostalih klijenata,118
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,943"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,118
30. Ostale obaveze,"2,870"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"333,459"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"7,433"
36. Dobit/gubitak tekuce godine,"6,166"
37. Ostale rezerve,"2,504"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"40,833"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"374,292"
