Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"30,817"
2. Krediti i potrazivanja od banaka,"17,868"
3. Krediti i potrazivanja od klijenata,"267,090"
4. Sredstva namijenjena prodaji,195
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"15,085"
8.a. - raspolozive za prodaju,"6,388"
8.b. - koje se drze do dospijeca,"8,697"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,449"
13. Nematerijalna sredstva,293
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,383
17. Ostala poslovna potrazivanja,"1,525"
18. UKUPNA SREDSTVA:,"345,705"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"250,096"
21. Pozajmljena sredstva od banaka,"52,044"
22. Pozajmljena sredstva od ostalih klijenata,
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,110"
28. Tekuce poreske obaveze,56
29. Odlozene poreske obaveze,245
30. Ostale obaveze,"2,764"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"306,316"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"7,433"
36. Dobit/gubitak tekuce godine,"4,243"
37. Ostale rezerve,"2,982"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"39,389"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"345,705"
