Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"50,111"
2. Krediti i potrazivanja od banaka,"9,967"
3. Krediti i potrazivanja od klijenata,"304,819"
4. Sredstva namijenjena prodaji,775
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"43,691"
8.a. - raspolozive za prodaju,"36,399"
8.b. - koje se drze do dospijeca,"7,292"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","10,846"
13. Nematerijalna sredstva,283
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,-15
16. Ostala finansijska potrazivanja,485
17. Ostala poslovna potrazivanja,"1,204"
18. UKUPNA SREDSTVA:,"422,165"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"327,158"
21. Pozajmljena sredstva od banaka,65
22. Pozajmljena sredstva od ostalih klijenata,"39,041"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,164"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,142
30. Ostale obaveze,"2,725"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"371,296"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"17,128"
36. Dobit/gubitak tekuce godine,"3,792"
37. Ostale rezerve,"5,218"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"50,869"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"422,165"
