Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"47,865"
2. Krediti i potrazivanja od banaka,"5,801"
3. Krediti i potrazivanja od klijenata,"276,383"
4. Sredstva namijenjena prodaji,322
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"32,271"
8.a. - raspolozive za prodaju,"25,280"
8.b. - koje se drze do dospijeca,"6,991"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","11,803"
13. Nematerijalna sredstva,249
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,442
17. Ostala poslovna potrazivanja,"1,283"
18. UKUPNA SREDSTVA:,"376,419"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"278,108"
21. Pozajmljena sredstva od banaka,"28,069"
22. Pozajmljena sredstva od ostalih klijenata,"23,816"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,871"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,95
30. Ostale obaveze,"2,880"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"334,837"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"10,222"
36. Dobit/gubitak tekuce godine,"2,342"
37. Ostale rezerve,"4,287"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"41,581"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"376,419"
