Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"43,305"
2. Krediti i potrazivanja od banaka,"13,805"
3. Krediti i potrazivanja od klijenata,"282,200"
4. Sredstva namijenjena prodaji,190
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"33,997"
8.a. - raspolozive za prodaju,"24,242"
8.b. - koje se drze do dospijeca,"9,756"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","11,273"
13. Nematerijalna sredstva,213
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,367
17. Ostala poslovna potrazivanja,"1,357"
18. UKUPNA SREDSTVA:,"386,707"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"299,018"
21. Pozajmljena sredstva od banaka,"8,068"
22. Pozajmljena sredstva od ostalih klijenata,"27,941"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,209"
28. Tekuce poreske obaveze,36
29. Odlozene poreske obaveze,113
30. Ostale obaveze,"2,267"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"339,652"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"15,936"
36. Dobit/gubitak tekuce godine,"1,970"
37. Ostale rezerve,"4,418"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"47,055"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"386,707"
