Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"76,232"
2. Krediti i potrazivanja od banaka,"13,716"
3. Krediti i potrazivanja od klijenata,"302,963"
4. Sredstva namijenjena prodaji,"1,264"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"42,929"
8.a. - raspolozive za prodaju,"35,353"
8.b. - koje se drze do dospijeca,"7,576"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","10,578"
13. Nematerijalna sredstva,410
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,69
16. Ostala finansijska potrazivanja,451
17. Ostala poslovna potrazivanja,"1,607"
18. UKUPNA SREDSTVA:,"450,218"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"347,738"
21. Pozajmljena sredstva od banaka,-50
22. Pozajmljena sredstva od ostalih klijenata,"39,505"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,159"
28. Tekuce poreske obaveze,743
29. Odlozene poreske obaveze,118
30. Ostale obaveze,"3,194"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"394,406"
Kapital,IZNOS
33. Akcijski kapital,"24,731"
34. Emisione premije,
35. Nerasporedjena dobit,"17,128"
36. Dobit/gubitak tekuce godine,"7,791"
37. Ostale rezerve,"6,163"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"55,813"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"450,218"
