Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"34,207"
2. Krediti i potrazivanja od banaka,"16,565"
3. Krediti i potrazivanja od klijenata,"174,582"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"2,758"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"2,758"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,593"
13. Nematerijalna sredstva,195
14. Tekuca poreska sredstva,"1,292"
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,885
17. Ostala poslovna potrazivanja,"11,947"
18. UKUPNA SREDSTVA:,"244,024"
Obaveze,IZNOS
19. Depoziti banaka,0
20. Depoziti klijenata,"120,321"
21. Pozajmljena sredstva od banaka,"57,600"
22. Pozajmljena sredstva od ostalih klijenata,"15,513"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,274
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"2,890"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"196,599"
Kapital,IZNOS
33. Akcijski kapital,"117,000"
34. Emisione premije,
35. Nerasporedjena dobit,"-77,046"
36. Dobit/gubitak tekuce godine,"-3,229"
37. Ostale rezerve,"10,700"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"47,425"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"244,024"
