Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"37,146"
2. Finansijska sredstva po amortizovanoj vrijednosti,"172,467"
2.a. Krediti i potrazivanja od banaka,"7,287"
2.b. Krediti i potrazivanja od klijenata,"162,975"
2.c. Hartije od vrijednosti,"1,900"
2.d. Ostala finansijska sredstva,305
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,300
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,300
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,10
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,10
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","1,500"
11. Nematerijalna sredstva,"2,338"
12. Tekuca poreska sredstva,"1,598"
13. Odlozena poreska sredstva,29
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"3,295"
16. UKUPNA SREDSTVA:,"218,682"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"175,046"
17.a. Depoziti banaka i centralnih banaka,
17.b. Depoziti klijenata,"163,839"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"11,207"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,23
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,23
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,827
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,315
25. Odlozene poreske obaveze,
26. Ostale obaveze,"3,484"
27. Subordinisani dug,"5,502"
28. UKUPNE OBAVEZE:,"185,198"
Kapital,IZNOS
29. Akcijski kapital,"27,661"
30. Emisione premije,
31. Nerasporedena dobit,"4,235"
32. Dobit/gubitak tekuce godine,"1,514"
33. Ostale rezerve,74
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"33,484"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"218,682"
