Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"33,705"
2. Krediti i potrazivanja od banaka,"15,858"
3. Krediti i potrazivanja od klijenata,"173,959"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"1,230"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"1,230"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,413"
13. Nematerijalna sredstva,223
14. Tekuca poreska sredstva,55
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"1,688"
17. Ostala poslovna potrazivanja,"12,166"
18. UKUPNA SREDSTVA:,"240,297"
Obaveze,IZNOS
19. Depoziti banaka,0
20. Depoziti klijenata,"124,141"
21. Pozajmljena sredstva od banaka,"52,782"
22. Pozajmljena sredstva od ostalih klijenata,"15,656"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,179
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,319"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"196,078"
Kapital,IZNOS
33. Akcijski kapital,"117,000"
34. Emisione premije,
35. Nerasporedjena dobit,"-82,349"
36. Dobit/gubitak tekuce godine,"-1,132"
37. Ostale rezerve,"10,700"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"44,219"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"240,297"
