Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"73,171"
2. Krediti i potrazivanja od banaka,"18,003"
3. Krediti i potrazivanja od klijenata,"251,743"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"94,275"
8.a. - raspolozive za prodaju,"26,043"
8.b. - koje se drze do dospijeca,"68,232"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,250
"12. Nekretnine, postrojenja i oprema","8,920"
13. Nematerijalna sredstva,"1,728"
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,459
17. Ostala poslovna potrazivanja,"1,926"
18. UKUPNA SREDSTVA:,"450,475"
Obaveze,IZNOS
19. Depoziti banaka,326
20. Depoziti klijenata,"327,925"
21. Pozajmljena sredstva od banaka,"38,856"
22. Pozajmljena sredstva od ostalih klijenata,"15,049"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,164"
28. Tekuce poreske obaveze,786
29. Odlozene poreske obaveze,175
30. Ostale obaveze,"5,177"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"390,458"
Kapital,IZNOS
33. Akcijski kapital,"5,339"
34. Emisione premije,"1,571"
35. Nerasporedjena dobit,"42,325"
36. Dobit/gubitak tekuce godine,"7,936"
37. Ostale rezerve,"2,845"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"60,016"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"450,475"
