Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"57,502"
2. Krediti i potrazivanja od banaka,"30,327"
3. Krediti i potrazivanja od klijenata,"299,466"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"87,836"
8.a. - raspolozive za prodaju,"22,962"
8.b. - koje se drze do dospijeca,"64,873"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,271
"12. Nekretnine, postrojenja i oprema","10,617"
13. Nematerijalna sredstva,"2,012"
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,672
17. Ostala poslovna potrazivanja,"1,896"
18. UKUPNA SREDSTVA:,"490,600"
Obaveze,IZNOS
19. Depoziti banaka,282
20. Depoziti klijenata,"359,500"
21. Pozajmljena sredstva od banaka,"38,921"
22. Pozajmljena sredstva od ostalih klijenata,"17,043"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,630"
28. Tekuce poreske obaveze,871
29. Odlozene poreske obaveze,246
30. Ostale obaveze,"5,045"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"423,539"
Kapital,IZNOS
33. Akcijski kapital,"5,339"
34. Emisione premije,"1,571"
35. Nerasporedjena dobit,"49,247"
36. Dobit/gubitak tekuce godine,"7,899"
37. Ostale rezerve,"3,005"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"67,061"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"490,600"
