Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"45,469"
2. Krediti i potrazivanja od banaka,"19,966"
3. Krediti i potrazivanja od klijenata,"231,383"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"66,015"
8.a. - raspolozive za prodaju,"16,051"
8.b. - koje se drze do dospijeca,"49,964"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,132
"12. Nekretnine, postrojenja i oprema","3,443"
13. Nematerijalna sredstva,"1,761"
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,914
17. Ostala poslovna potrazivanja,"2,705"
18. UKUPNA SREDSTVA:,"371,787"
Obaveze,IZNOS
19. Depoziti banaka,945
20. Depoziti klijenata,"278,025"
21. Pozajmljena sredstva od banaka,"10,870"
22. Pozajmljena sredstva od ostalih klijenata,"12,656"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,"15,024"
27. Rezerve,"2,799"
28. Tekuce poreske obaveze,343
29. Odlozene poreske obaveze,141
30. Ostale obaveze,"2,954"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"323,758"
Kapital,IZNOS
33. Akcijski kapital,"5,339"
34. Emisione premije,"1,571"
35. Nerasporedjena dobit,"35,442"
36. Dobit/gubitak tekuce godine,"3,269"
37. Ostale rezerve,"2,409"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"48,030"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"371,787"
