Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"43,193"
2. Krediti i potrazivanja od banaka,"29,399"
3. Krediti i potrazivanja od klijenata,"247,517"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"29,286"
8.a. - raspolozive za prodaju,"17,791"
8.b. - koje se drze do dospijeca,"11,495"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","5,581"
13. Nematerijalna sredstva,"1,638"
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,723
17. Ostala poslovna potrazivanja,"1,001"
18. UKUPNA SREDSTVA:,"358,337"
Obaveze,IZNOS
19. Depoziti banaka,194
20. Depoziti klijenata,"222,473"
21. Pozajmljena sredstva od banaka,"70,565"
22. Pozajmljena sredstva od ostalih klijenata,"6,873"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,"15,010"
27. Rezerve,"1,519"
28. Tekuce poreske obaveze,280
29. Odlozene poreske obaveze,132
30. Ostale obaveze,"2,149"
31. Subordinisani dug,"3,027"
32. UKUPNE OBAVEZE:,"322,220"
Kapital,IZNOS
33. Akcijski kapital,"5,339"
34. Emisione premije,"1,571"
35. Nerasporedjena dobit,"24,179"
36. Dobit/gubitak tekuce godine,"2,474"
37. Ostale rezerve,"2,554"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"36,117"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"358,337"
