Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"126,344"
2. Finansijska sredstva po amortizovanoj vrijednosti,"554,129"
2.a. Krediti i potrazivanja od banaka,"59,284"
2.b. Krediti i potrazivanja od klijenata,"454,063"
2.c. Hartije od vrijednosti,"40,173"
2.d. Ostala finansijska sredstva,608
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"50,472"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"50,472"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",200
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,200
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,"1,063"
"10. Nekretnine, postrojenja i oprema","12,227"
11. Nematerijalna sredstva,"3,096"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,460
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"3,877"
16. UKUPNA SREDSTVA:,"751,868"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"623,073"
17.a. Depoziti banaka i centralnih banaka,163
17.b. Depoziti klijenata,"465,627"
17.c. Krediti banaka i centralnih banaka,"111,842"
17.d. Krediti klijenata koji nijesu banke,"45,441"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"1,323"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"1,791"
25. Odlozene poreske obaveze,
26. Ostale obaveze,"17,693"
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"643,880"
Kapital,IZNOS
29. Akcijski kapital,"5,339"
30. Emisione premije,"1,571"
31. Nerasporedena dobit,"94,117"
32. Dobit/gubitak tekuce godine,"11,586"
33. Ostale rezerve,"-4,624"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"107,988"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"751,868"
