Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"44,950"
2. Krediti i potrazivanja od banaka,"12,534"
3. Krediti i potrazivanja od klijenata,"171,793"
4. Sredstva namijenjena prodaji,"9,167"
5. Finansijska sredstva koja se drze za trgovanje,259
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"4,898"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"4,898"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,348"
13. Nematerijalna sredstva,112
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,203
16. Ostala finansijska potrazivanja,"2,696"
17. Ostala poslovna potrazivanja,"31,955"
18. UKUPNA SREDSTVA:,"283,166"
Obaveze,IZNOS
19. Depoziti banaka,"1,501"
20. Depoziti klijenata,"233,222"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"2,269"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,293
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"4,125"
31. Subordinisani dug,"9,191"
32. UKUPNE OBAVEZE:,"250,601"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,331"
36. Dobit/gubitak tekuce godine,171
37. Ostale rezerve,"10,298"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,566"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"283,166"
