Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"37,330"
2. Krediti i potrazivanja od banaka,"7,323"
3. Krediti i potrazivanja od klijenata,"166,322"
4. Sredstva namijenjena prodaji,"9,135"
5. Finansijska sredstva koja se drze za trgovanje,294
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"6,395"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"6,395"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,440"
13. Nematerijalna sredstva,126
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,203
16. Ostala finansijska potrazivanja,"2,621"
17. Ostala poslovna potrazivanja,"33,560"
18. UKUPNA SREDSTVA:,"268,001"
Obaveze,IZNOS
19. Depoziti banaka,"1,505"
20. Depoziti klijenata,"219,821"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"1,498"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,293
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,010"
31. Subordinisani dug,"9,062"
32. UKUPNE OBAVEZE:,"235,189"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-32,727"
36. Dobit/gubitak tekuce godine,358
37. Ostale rezerve,"9,753"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,812"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"268,001"
