Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"21,153"
2. Krediti i potrazivanja od banaka,"7,869"
3. Krediti i potrazivanja od klijenata,"174,299"
4. Sredstva namijenjena prodaji,"32,242"
5. Finansijska sredstva koja se drze za trgovanje,290
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"6,425"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"6,425"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","2,585"
13. Nematerijalna sredstva,59
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,128
16. Ostala finansijska potrazivanja,"1,257"
17. Ostala poslovna potrazivanja,509
18. UKUPNA SREDSTVA:,"250,069"
Obaveze,IZNOS
19. Depoziti banaka,354
20. Depoziti klijenata,"203,332"
21. Pozajmljena sredstva od banaka,90
22. Pozajmljena sredstva od ostalih klijenata,"3,107"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,0
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,198
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,478"
31. Subordinisani dug,"10,060"
32. UKUPNE OBAVEZE:,"220,618"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-34,485"
36. Dobit/gubitak tekuce godine,-810
37. Ostale rezerve,"9,319"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"29,451"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"250,069"
