Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"74,357"
2. Krediti i potrazivanja od banaka,"12,596"
3. Krediti i potrazivanja od klijenata,"179,604"
4. Sredstva namijenjena prodaji,"6,081"
5. Finansijska sredstva koja se drze za trgovanje,209
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"15,912"
8.a. - raspolozive za prodaju,"1,488"
8.b. - koje se drze do dospijeca,"14,425"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,327"
13. Nematerijalna sredstva,114
14. Tekuca poreska sredstva,1
15. Odlozena poreska sredstva,211
16. Ostala finansijska potrazivanja,"2,777"
17. Ostala poslovna potrazivanja,"39,875"
18. UKUPNA SREDSTVA:,"336,316"
Obaveze,IZNOS
19. Depoziti banaka,"1,501"
20. Depoziti klijenata,"281,720"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"7,970"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,271
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"4,282"
31. Subordinisani dug,"7,824"
32. UKUPNE OBAVEZE:,"303,569"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,089"
36. Dobit/gubitak tekuce godine,112
37. Ostale rezerve,"10,296"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,747"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"336,316"
