Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"112,487"
2. Krediti i potrazivanja od banaka,"3,350"
3. Krediti i potrazivanja od klijenata,"182,993"
4. Sredstva namijenjena prodaji,38
5. Finansijska sredstva koja se drze za trgovanje,200
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"17,940"
8.a. - raspolozive za prodaju,"1,534"
8.b. - koje se drze do dospijeca,"16,406"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,173"
13. Nematerijalna sredstva,94
14. Tekuca poreska sredstva,1
15. Odlozena poreska sredstva,211
16. Ostala finansijska potrazivanja,"2,814"
17. Ostala poslovna potrazivanja,"45,935"
18. UKUPNA SREDSTVA:,"370,487"
Obaveze,IZNOS
19. Depoziti banaka,1
20. Depoziti klijenata,"317,124"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"8,095"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,269
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,895"
31. Subordinisani dug,"7,822"
32. UKUPNE OBAVEZE:,"337,207"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,265"
36. Dobit/gubitak tekuce godine,437
37. Ostale rezerve,"10,680"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"33,280"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"370,487"
