Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"76,444"
2. Krediti i potrazivanja od banaka,"11,555"
3. Krediti i potrazivanja od klijenata,"173,988"
4. Sredstva namijenjena prodaji,"4,796"
5. Finansijska sredstva koja se drze za trgovanje,212
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"7,897"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"7,897"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,390"
13. Nematerijalna sredstva,126
14. Tekuca poreska sredstva,1
15. Odlozena poreska sredstva,211
16. Ostala finansijska potrazivanja,"2,756"
17. Ostala poslovna potrazivanja,"39,776"
18. UKUPNA SREDSTVA:,"322,404"
Obaveze,IZNOS
19. Depoziti banaka,"1,481"
20. Depoziti klijenata,"267,639"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"7,592"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,287
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,557"
31. Subordinisani dug,"9,178"
32. UKUPNE OBAVEZE:,"289,735"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,439"
36. Dobit/gubitak tekuce godine,382
37. Ostale rezerve,"10,298"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,669"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"322,404"
