Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"22,769"
2. Krediti i potrazivanja od banaka,"3,913"
3. Krediti i potrazivanja od klijenata,"178,135"
4. Sredstva namijenjena prodaji,"1,993"
5. Finansijska sredstva koja se drze za trgovanje,288
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"6,457"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"6,457"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","2,373"
13. Nematerijalna sredstva,57
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,128
16. Ostala finansijska potrazivanja,"1,329"
17. Ostala poslovna potrazivanja,"30,953"
18. UKUPNA SREDSTVA:,"251,648"
Obaveze,IZNOS
19. Depoziti banaka,"1,849"
20. Depoziti klijenata,"201,714"
21. Pozajmljena sredstva od banaka,45
22. Pozajmljena sredstva od ostalih klijenata,"2,863"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,190
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"4,568"
31. Subordinisani dug,"9,896"
32. UKUPNE OBAVEZE:,"221,125"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-34,488"
36. Dobit/gubitak tekuce godine,264
37. Ostale rezerve,"9,319"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"30,523"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"251,648"
