Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"51,568"
2. Krediti i potrazivanja od banaka,"28,075"
3. Krediti i potrazivanja od klijenata,"170,600"
4. Sredstva namijenjena prodaji,"9,167"
5. Finansijska sredstva koja se drze za trgovanje,259
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"7,890"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"7,890"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,267"
13. Nematerijalna sredstva,105
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,203
16. Ostala finansijska potrazivanja,"2,659"
17. Ostala poslovna potrazivanja,"35,249"
18. UKUPNA SREDSTVA:,"310,295"
Obaveze,IZNOS
19. Depoziti banaka,"1,503"
20. Depoziti klijenata,"257,043"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"6,107"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,293
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,829"
31. Subordinisani dug,"9,058"
32. UKUPNE OBAVEZE:,"277,834"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,414"
36. Dobit/gubitak tekuce godine,149
37. Ostale rezerve,"10,298"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,461"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"310,295"
