Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"140,634"
2. Krediti i potrazivanja od banaka,"7,054"
3. Krediti i potrazivanja od klijenata,"204,599"
4. Sredstva namijenjena prodaji,38
5. Finansijska sredstva koja se drze za trgovanje,19
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"27,219"
8.a. - raspolozive za prodaju,"5,745"
8.b. - koje se drze do dospijeca,"21,474"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"7,910"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,045"
13. Nematerijalna sredstva,112
14. Tekuca poreska sredstva,1
15. Odlozena poreska sredstva,211
16. Ostala finansijska potrazivanja,"3,300"
17. Ostala poslovna potrazivanja,"47,837"
18. UKUPNA SREDSTVA:,"439,978"
Obaveze,IZNOS
19. Depoziti banaka,1
20. Depoziti klijenata,"384,348"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"9,585"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,241
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,813"
31. Subordinisani dug,"7,949"
32. UKUPNE OBAVEZE:,"405,937"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-32,487"
36. Dobit/gubitak tekuce godine,252
37. Ostale rezerve,"10,848"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"34,041"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"439,978"
