Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"99,485"
2. Krediti i potrazivanja od banaka,"6,211"
3. Krediti i potrazivanja od klijenata,"209,200"
4. Sredstva namijenjena prodaji,38
5. Finansijska sredstva koja se drze za trgovanje,21
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"21,874"
8.a. - raspolozive za prodaju,"5,716"
8.b. - koje se drze do dospijeca,"16,157"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,"3,252"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,110"
13. Nematerijalna sredstva,72
14. Tekuca poreska sredstva,1
15. Odlozena poreska sredstva,216
16. Ostala finansijska potrazivanja,"2,940"
17. Ostala poslovna potrazivanja,"45,996"
18. UKUPNA SREDSTVA:,"390,415"
Obaveze,IZNOS
19. Depoziti banaka,-192
20. Depoziti klijenata,"335,868"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"10,195"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,300
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"4,339"
31. Subordinisani dug,"7,842"
32. UKUPNE OBAVEZE:,"358,352"
Kapital,IZNOS
33. Akcijski kapital,"55,428"
34. Emisione premije,
35. Nerasporedjena dobit,"-33,133"
36. Dobit/gubitak tekuce godine,-913
37. Ostale rezerve,"10,680"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,062"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"390,415"
