POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"5,514"
2. Rashodi od kamata i slicni rashodi,"2,052"
3. NETO PRIHODI OD KAMATA (1- 2),"3,461"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,92
6. Troskovi rezervisanja,
7. Prihodi od naknada i provizija,"1,568"
8. Rahodi naknada i provizija,798
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),771
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,138
15. Troskovi zaposlenih,"2,435"
16. Opsti i administrativni troskovi,"1,305"
17. Troskovi amortizacije,325
18. Ostali rashodi,11
19. Ostali prihodi,
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),202
21. Porez na prihod,2
22. NETO PROFIT/GUBITAK (20 - 21),199
