Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"53,173"
2. Krediti i potrazivanja od banaka,"194,676"
3. Krediti i potrazivanja od klijenata,"339,985"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"1,325"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"19,521"
8.a. - raspolozive za prodaju,150
8.b. - koje se drze do dospijeca,"19,371"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,38
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,561"
13. Nematerijalna sredstva,"2,728"
14. Tekuca poreska sredstva,146
15. Odlozena poreska sredstva,11
16. Ostala finansijska potrazivanja,"3,321"
17. Ostala poslovna potrazivanja,
18. UKUPNA SREDSTVA:,"627,485"
Obaveze,IZNOS
19. Depoziti banaka,28
20. Depoziti klijenata,"504,783"
21. Pozajmljena sredstva od banaka,"8,047"
22. Pozajmljena sredstva od ostalih klijenata,"17,350"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,0
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"4,414"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,412
30. Ostale obaveze,"7,829"
31. Subordinisani dug,"17,094"
32. UKUPNE OBAVEZE:,"559,958"
Kapital,IZNOS
33. Akcijski kapital,"126,876"
34. Emisione premije,
35. Nerasporedjena dobit,"-87,692"
36. Dobit/gubitak tekuce godine,"2,375"
37. Ostale rezerve,"25,968"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"67,527"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"627,485"
