Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"138,176"
2. Krediti i potrazivanja od banaka,"87,812"
3. Krediti i potrazivanja od klijenata,"269,889"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"2,680"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"70,602"
8.a. - raspolozive za prodaju,132
8.b. - koje se drze do dospijeca,"70,470"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,75
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,706"
13. Nematerijalna sredstva,"2,575"
14. Tekuca poreska sredstva,9
15. Odlozena poreska sredstva,144
16. Ostala finansijska potrazivanja,"2,784"
17. Ostala poslovna potrazivanja,"1,239"
18. UKUPNA SREDSTVA:,"588,690"
Obaveze,IZNOS
19. Depoziti banaka,69
20. Depoziti klijenata,"479,329"
21. Pozajmljena sredstva od banaka,889
22. Pozajmljena sredstva od ostalih klijenata,"2,137"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,006"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,351
30. Ostale obaveze,"11,568"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"497,348"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-77,460"
36. Dobit/gubitak tekuce godine,"1,082"
37. Ostale rezerve,"30,845"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"91,342"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"588,690"
