Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"182,249"
2. Krediti i potrazivanja od banaka,"63,569"
3. Krediti i potrazivanja od klijenata,"272,981"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"3,172"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"85,991"
8.a. - raspolozive za prodaju,142
8.b. - koje se drze do dospijeca,"85,850"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,75
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,668"
13. Nematerijalna sredstva,"2,937"
14. Tekuca poreska sredstva,18
15. Odlozena poreska sredstva,105
16. Ostala finansijska potrazivanja,"3,147"
17. Ostala poslovna potrazivanja,199
18. UKUPNA SREDSTVA:,"627,112"
Obaveze,IZNOS
19. Depoziti banaka,275
20. Depoziti klijenata,"506,535"
21. Pozajmljena sredstva od banaka,533
22. Pozajmljena sredstva od ostalih klijenata,"2,954"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,078"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,346
30. Ostale obaveze,"11,590"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"525,312"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-74,591"
36. Dobit/gubitak tekuce godine,"8,261"
37. Ostale rezerve,"31,254"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"101,800"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"627,112"
