Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"173,832"
2. Krediti i potrazivanja od banaka,"43,254"
3. Krediti i potrazivanja od klijenata,"264,989"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"2,686"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"89,732"
8.a. - raspolozive za prodaju,138
8.b. - koje se drze do dospijeca,"89,594"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,75
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,590"
13. Nematerijalna sredstva,"3,525"
14. Tekuca poreska sredstva,104
15. Odlozena poreska sredstva,135
16. Ostala finansijska potrazivanja,"2,632"
17. Ostala poslovna potrazivanja,"1,131"
18. UKUPNA SREDSTVA:,"594,686"
Obaveze,IZNOS
19. Depoziti banaka,159
20. Depoziti klijenata,"484,271"
21. Pozajmljena sredstva od banaka,706
22. Pozajmljena sredstva od ostalih klijenata,"2,310"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,003"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,346
30. Ostale obaveze,"10,658"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"501,455"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-77,460"
36. Dobit/gubitak tekuce godine,"2,869"
37. Ostale rezerve,"30,947"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"93,231"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"594,686"
