Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"83,993"
2. Krediti i potrazivanja od banaka,"152,435"
3. Krediti i potrazivanja od klijenata,"376,523"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"1,326"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"17,926"
8.a. - raspolozive za prodaju,150
8.b. - koje se drze do dospijeca,"17,775"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,38
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,809"
13. Nematerijalna sredstva,"2,651"
14. Tekuca poreska sredstva,504
15. Odlozena poreska sredstva,11
16. Ostala finansijska potrazivanja,"2,129"
17. Ostala poslovna potrazivanja,0
18. UKUPNA SREDSTVA:,"650,345"
Obaveze,IZNOS
19. Depoziti banaka,"3,602"
20. Depoziti klijenata,"535,670"
21. Pozajmljena sredstva od banaka,"2,487"
22. Pozajmljena sredstva od ostalih klijenata,"6,436"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,4
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"4,673"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,412
30. Ostale obaveze,"9,112"
31. Subordinisani dug,"7,086"
32. UKUPNE OBAVEZE:,"569,483"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-87,692"
36. Dobit/gubitak tekuce godine,"5,711"
37. Ostale rezerve,"25,968"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"80,862"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"650,345"
