Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"91,073"
2. Krediti i potrazivanja od banaka,"93,266"
3. Krediti i potrazivanja od klijenata,"284,159"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"2,439"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"68,608"
8.a. - raspolozive za prodaju,136
8.b. - koje se drze do dospijeca,"68,471"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,75
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,814"
13. Nematerijalna sredstva,"2,847"
14. Tekuca poreska sredstva,9
15. Odlozena poreska sredstva,163
16. Ostala finansijska potrazivanja,"2,668"
17. Ostala poslovna potrazivanja,"1,346"
18. UKUPNA SREDSTVA:,"559,468"
Obaveze,IZNOS
19. Depoziti banaka,171
20. Depoziti klijenata,"452,901"
21. Pozajmljena sredstva od banaka,"1,067"
22. Pozajmljena sredstva od ostalih klijenata,"2,218"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"3,055"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,351
30. Ostale obaveze,"10,090"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"469,854"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-80,555"
36. Dobit/gubitak tekuce godine,-454
37. Ostale rezerve,"33,748"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"89,615"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"559,468"
