Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"66,162"
2. Krediti i potrazivanja od banaka,"125,965"
3. Krediti i potrazivanja od klijenata,"366,739"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"1,500"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"20,142"
8.a. - raspolozive za prodaju,146
8.b. - koje se drze do dospijeca,"19,995"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,38
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","13,172"
13. Nematerijalna sredstva,"2,906"
14. Tekuca poreska sredstva,14
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"2,295"
17. Ostala poslovna potrazivanja,138
18. UKUPNA SREDSTVA:,"599,072"
Obaveze,IZNOS
19. Depoziti banaka,"3,657"
20. Depoziti klijenata,"483,439"
21. Pozajmljena sredstva od banaka,464
22. Pozajmljena sredstva od ostalih klijenata,"4,072"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,4
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"4,335"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,377
30. Ostale obaveze,"5,746"
31. Subordinisani dug,"14,052"
32. UKUPNE OBAVEZE:,"516,147"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-81,371"
36. Dobit/gubitak tekuce godine,"1,431"
37. Ostale rezerve,"25,991"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"82,925"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"599,072"
